Media Source,Campaign,Campaign Id,Cohort Day,Users,retention,Cost,Average eCPI,sessions - Unique users - day 1,sessions - Unique users - day 2,sessions - Unique users - day 3,sessions - Unique users - day 4,sessions - Unique users - day 5,sessions - Unique users - day 6,sessions - Unique users - day 7,sessions - Unique users - day 8,sessions - Unique users - day 9,sessions - Unique users - day 10,sessions - Unique users - day 11,sessions - Unique users - day 12,sessions - Unique users - day 13,sessions - Unique users - day 14,sessions - Unique users - day 15,sessions - Unique users - day 16,sessions - Unique users - day 17,sessions - Unique users - day 18,sessions - Unique users - day 19,sessions - Unique users - day 20,sessions - Unique users - day 21 - partial,sessions - Unique users - day 22 - partial,sessions - Unique users - day 23 - partial,sessions - Unique users - day 24 - partial,sessions - Unique users - day 25 - partial,sessions - Unique users - day 26 - partial,sessions - Unique users - day 27 - partial,sessions - Unique users - day 28 - partial,retention2
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-14,228,4298.0,171.38,0.75,98,67,55,47,45,40,37,40,35,29,27,22,18,16,19,14,13,12,10,11,11,10,0,0,0,0,0,0,98(42.98%)
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-1_ON,2.385243187580053e+16,2023-02-15,221,4977.0,168.65,0.76,110,69,46,40,35,32,30,27,25,23,22,22,20,21,21,20,22,21,22,20,18,0,0,0,0,0,0,0,110(49.77%)
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-08,220,3954.9999999999995,111.21,0.51,87,53,40,30,27,24,22,22,20,17,17,16,12,13,12,11,11,11,11,10,10,9,9,10,11,10,10,10,87(39.55%)
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-09,166,3735.0,123.81,0.75,62,31,25,21,20,18,17,17,16,16,17,16,13,12,11,13,13,12,12,13,13,13,12,11,10,11,12,0,62(37.35%)
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-10,250,3200.0,153.11,0.61,80,46,36,28,27,23,21,18,17,16,16,15,14,11,11,10,11,10,8,9,8,8,8,9,11,9,0,0,80(32.0%)
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-11,235,4043.0,156.55,0.67,95,57,46,41,34,29,27,26,25,23,23,23,21,21,22,20,19,17,18,17,19,16,16,18,15,0,0,0,95(40.43%)
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-12,216,4028.0,149.41,0.69,87,47,44,38,35,32,30,30,27,24,23,21,18,17,16,15,16,15,15,16,14,14,13,13,0,0,0,0,87(40.28%)
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-13,277,3646.0,156.99,0.57,101,57,45,41,35,33,29,28,26,25,23,23,22,19,19,18,17,16,13,14,16,14,14,0,0,0,0,0,101(36.46%)
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-14,250,4200.0,150.34,0.6,105,60,44,39,34,31,31,26,25,22,19,17,19,16,17,17,15,14,15,17,15,15,0,0,0,0,0,0,105(42.0%)
Facebook Ads,youdaozhixuan_Liveme_FB__US_01_aaa_page002_ys_0206-2_ON,2.385243197400053e+16,2023-02-15,209,3397.0,144.89,0.69,71,44,33,29,26,24,24,21,21,17,17,15,14,15,13,10,13,11,12,11,10,0,0,0,0,0,0,0,71(33.97%)
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-10,100,4800.0,9.65,0.1,48,15,11,8,4,4,3,3,2,2,3,3,3,2,2,2,2,4,4,3,3,2,1,1,1,1,0,0,48(48.0%)
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-11,682,3415.9999999999995,55.77,0.08,233,124,93,73,54,44,35,33,28,29,27,24,21,22,24,20,18,17,15,13,13,11,10,9,9,0,0,0,233(34.16%)
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-12,661,3736.9999999999995,51.1,0.08,247,145,111,87,75,57,54,46,52,47,48,40,41,39,35,33,31,30,28,26,28,29,23,18,0,0,0,0,247(37.37%)
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-13,701,3852.0000000000005,51.3,0.07,270,161,127,108,96,82,73,59,56,50,46,40,34,37,34,34,36,32,32,31,28,25,22,0,0,0,0,0,270(38.52%)
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-14,735,4014.0,50.8,0.07,295,161,116,101,90,80,60,50,42,43,40,41,34,34,35,29,32,35,33,27,27,26,0,0,0,0,0,0,295(40.14%)
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210-2_ON,2.385364597840077e+16,2023-02-15,756,3942.0,50.14,0.07,298,178,138,112,94,87,74,63,61,56,53,46,42,40,37,45,40,36,35,31,30,0,0,0,0,0,0,0,298(39.42%)
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-10,103,4369.0,12.25,0.12,45,13,11,8,9,5,5,4,5,5,3,3,3,4,4,2,2,2,1,4,3,4,4,2,2,1,0,0,45(43.69%)
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-11,468,2714.0,57.64,0.12,127,62,42,38,29,27,22,15,15,13,9,10,12,8,9,8,6,6,6,6,5,5,7,6,5,0,0,0,127(27.14%)
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-12,410,2951.0,50.45,0.12,121,51,40,37,29,24,23,21,16,21,18,19,17,15,13,14,14,11,11,11,14,13,11,12,0,0,0,0,121(29.51%)
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-13,438,2352.0,50.44,0.12,103,57,38,34,31,32,29,25,24,21,19,17,17,17,16,12,12,13,14,14,11,11,9,0,0,0,0,0,103(23.52%)
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-14,399,2607.0,49.75,0.12,104,49,30,19,19,18,14,15,12,12,10,9,9,9,8,10,9,7,6,6,5,4,0,0,0,0,0,0,104(26.07%)
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_MX_03_aaa_page002_ys_0210_ON,2.385364476187077e+16,2023-02-15,373,3056.0,49.95,0.13,114,55,38,28,25,23,18,20,21,18,18,16,15,14,13,11,12,13,12,10,9,0,0,0,0,0,0,0,114(30.56%)
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-09,24,3750.0,16.12,0.67,9,4,3,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,9(37.5%)
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-10,84,4167.0,70.23,0.84,35,21,14,14,11,10,8,7,6,7,7,7,7,5,5,3,3,5,3,4,5,4,2,2,2,2,0,0,35(41.67%)
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-11,110,4636.0,72.42,0.66,51,37,32,24,20,17,14,15,14,13,12,12,13,12,11,10,10,9,8,9,7,5,4,5,3,0,0,0,51(46.36%)
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-12,84,5000.0,69.12,0.82,42,27,18,21,16,16,14,13,12,12,7,8,8,7,7,6,6,6,6,6,6,6,3,5,0,0,0,0,42(50.0%)
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-13,97,4021.0,72.28,0.75,39,27,24,22,22,18,18,16,15,13,12,13,13,14,14,12,13,13,12,12,12,12,12,0,0,0,0,0,39(40.21%)
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-14,101,4158.0,70.1,0.69,42,20,14,11,10,9,6,7,8,6,6,6,5,6,7,6,5,5,5,4,5,3,0,0,0,0,0,0,42(41.58%)
Facebook Ads,youdaozhixuan_Liveme_FB_mess cleaner_US_03_aaa_page_ys_0209_ON,2.385363419980077e+16,2023-02-15,88,4318.0,69.26,0.79,38,23,20,17,14,11,11,10,11,9,9,9,9,9,9,6,8,4,5,6,6,0,0,0,0,0,0,0,38(43.18%)
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210-2_ON,2.385286313431023e+16,2023-02-10,63,4127.0,15.11,0.24,26,12,8,7,7,6,4,5,4,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,0,0,26(41.27%)
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210-2_ON,2.385286313431023e+16,2023-02-11,306,2908.0,50.88,0.17,89,38,29,21,20,17,17,15,13,12,12,11,11,12,9,9,9,9,10,10,10,11,10,11,8,0,0,0,89(29.08%)
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210-2_ON,2.385286313431023e+16,2023-02-12,337,2997.0,51.56,0.15,101,47,32,23,17,16,13,9,9,7,7,5,3,4,4,5,3,4,4,3,4,3,2,2,0,0,0,0,101(29.97%)
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210-2_ON,2.385286313431023e+16,2023-02-13,385,3195.0,53.15,0.14,123,64,48,36,28,24,23,20,17,17,13,13,11,11,10,11,11,9,9,9,8,7,8,0,0,0,0,0,123(31.95%)
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210-2_ON,2.385286313431023e+16,2023-02-14,334,4132.0,51.6,0.15,138,73,56,46,32,25,25,21,21,16,12,16,12,12,11,10,9,10,10,9,10,11,0,0,0,0,0,0,138(41.32%)
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210-2_ON,2.385286313431023e+16,2023-02-15,317,3659.0000000000005,38.94,0.12,116,73,55,42,36,28,25,18,16,16,13,10,9,8,7,7,6,6,5,4,2,0,0,0,0,0,0,0,116(36.59%)
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210_ON,2.385286196786023e+16,2023-02-11,257,2374.0,57.65,0.22,61,25,17,11,6,5,4,3,3,4,3,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,61(23.74%)
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210_ON,2.385286196786023e+16,2023-02-12,254,2126.0,51.35,0.2,54,21,12,12,12,10,8,8,6,6,5,3,3,3,3,3,1,1,2,1,1,1,1,2,0,0,0,0,54(21.26%)
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210_ON,2.385286196786023e+16,2023-02-13,274,2372.0,52.72,0.19,65,29,24,17,13,11,9,10,10,7,5,5,5,5,7,4,6,3,6,5,3,5,4,0,0,0,0,0,65(23.72%)
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210_ON,2.385286196786023e+16,2023-02-14,236,2415.0,49.99,0.21,57,23,14,11,6,8,8,6,6,6,7,4,4,3,3,3,4,3,3,1,1,2,0,0,0,0,0,0,57(24.15%)
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_BR_02_aaa_page002_ys_0210_ON,2.385286196786023e+16,2023-02-15,183,2240.0,37.94,0.21,41,18,13,10,8,7,6,5,5,5,4,4,3,4,2,2,2,2,2,3,2,0,0,0,0,0,0,0,41(22.4%)
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-08,70,3857.0,70.39,1.01,27,19,14,11,8,7,5,6,5,5,4,5,3,3,2,2,2,4,4,4,4,3,4,4,3,2,3,1,27(38.57%)
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-09,69,4928.0,50.42,0.73,34,19,14,11,9,8,8,8,8,7,7,7,7,5,5,6,6,5,3,3,3,3,2,2,2,2,2,0,34(49.28%)
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-10,69,4783.0,51.48,0.75,33,16,11,11,9,7,8,7,8,6,6,6,4,5,4,3,3,3,3,2,3,4,4,3,3,2,0,0,33(47.83%)
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-11,77,2987.0,55.09,0.72,23,13,13,10,9,6,7,7,5,5,3,3,3,2,2,4,3,3,2,2,2,2,2,2,2,0,0,0,23(29.87%)
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-12,64,3281.0,49.89,0.78,21,16,13,12,8,6,6,5,5,4,4,4,4,4,4,4,3,3,4,4,4,3,3,2,0,0,0,0,21(32.81%)
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-13,67,4776.0,51.82,0.77,32,18,13,13,10,9,7,6,6,5,5,6,5,5,5,5,5,6,5,5,5,7,6,0,0,0,0,0,32(47.76%)
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-14,88,3750.0,49.3,0.56,33,18,15,16,12,13,12,9,8,7,7,6,7,7,4,4,5,4,3,4,3,4,0,0,0,0,0,0,33(37.5%)
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-1_ON,2.385279003389023e+16,2023-02-15,67,3284.0000000000005,42.87,0.64,22,14,11,11,10,8,8,5,5,4,4,4,3,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,22(32.84%)
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-08,123,4309.0,70.63,0.57,53,38,30,28,26,23,21,18,18,16,15,16,16,14,13,11,11,11,11,11,11,10,10,7,6,7,7,4,53(43.09%)
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-09,74,6622.0,50.8,0.69,49,37,24,19,14,12,13,12,12,11,9,8,8,7,8,7,8,7,7,6,4,4,5,5,4,3,2,0,49(66.22%)
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-10,73,5342.0,51.31,0.7,39,27,23,20,19,19,16,17,14,12,10,10,9,10,10,9,9,9,9,9,9,8,7,8,5,5,0,0,39(53.42%)
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-11,88,5568.0,54.48,0.62,49,26,23,20,16,18,15,15,14,14,14,13,12,9,9,9,8,9,10,10,9,9,10,10,10,0,0,0,49(55.68%)
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-12,92,5217.0,50.86,0.55,48,31,26,20,16,14,13,14,13,13,12,12,11,11,10,10,10,10,10,10,9,9,9,9,0,0,0,0,48(52.17%)
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-13,85,5294.0,51.22,0.6,45,36,25,20,19,15,12,13,13,12,12,13,11,9,10,10,10,9,8,7,9,8,9,0,0,0,0,0,45(52.94%)
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-14,69,5217.0,50.29,0.73,36,26,21,18,16,14,11,12,11,11,11,11,12,12,11,11,11,11,10,9,9,9,0,0,0,0,0,0,36(52.17%)
Facebook Ads,youdaozhixuan_liveme_FB_MessCleaner_US_02_aaa_page002_ys_0206-2_ON,2.385279025657023e+16,2023-02-15,84,4524.0,42.3,0.5,38,25,22,15,15,13,12,11,12,11,9,10,9,10,11,8,8,7,6,7,6,0,0,0,0,0,0,0,38(45.24%)
bytedanceglobal_int,Messcleaner_US_SPC_Install_20230210,1757435127985202.0,2023-02-10,3,6667.0,12.54,4.18,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2(66.67%)
bytedanceglobal_int,Messcleaner_US_SPC_Install_20230210,1757435127985202.0,2023-02-11,28,4643.0,99.62,3.56,13,9,8,8,7,7,7,7,7,5,5,5,6,5,4,4,5,5,4,4,4,4,4,4,4,0,0,0,13(46.43%)
bytedanceglobal_int,Messcleaner_US_SPC_Install_20230210,1757435127985202.0,2023-02-12,35,4857.0,99.31,2.84,17,11,8,5,5,5,5,5,5,4,3,2,1,1,1,2,2,1,1,1,1,1,1,1,0,0,0,0,17(48.57%)
bytedanceglobal_int,Messcleaner_US_SPC_Install_20230210,1757435127985202.0,2023-02-13,15,3333.0,65.8,4.39,5,3,5,2,2,2,1,1,2,3,2,2,1,1,1,2,2,2,2,1,1,1,1,0,0,0,0,0,5(33.33%)
bytedanceglobal_int,Messcleaner_US_SPC_Install_20230210代,1757433215363121.0,2023-02-10,2,0.0,16.68,8.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0(0.0%)
bytedanceglobal_int,Messcleaner_US_SPC_Install_20230210代,1757433215363121.0,2023-02-11,53,2830.0,99.09,1.87,15,7,5,5,5,5,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,15(28.3%)
bytedanceglobal_int,Messcleaner_US_SPC_Install_20230210代,1757433215363121.0,2023-02-12,65,3538.0000000000005,98.98,1.52,23,17,10,10,6,6,6,6,5,4,4,4,4,4,5,4,3,4,3,3,2,3,4,3,0,0,0,0,23(35.38%)
bytedanceglobal_int,Messcleaner_US_SPC_Install_20230210代,1757433215363121.0,2023-02-13,35,3714.0,65.01,1.86,13,5,5,5,5,4,4,4,4,4,4,2,2,2,1,1,1,1,2,2,2,2,1,0,0,0,0,0,13(37.14%)
googleadwords_int,MessCleaner_AND_US_UAC1.0_Bid0.50_Xueqing_20221209,19193821324.0,2023-02-08,187,6684.0,75.75,0.41,125,93,78,63,63,56,49,44,43,36,34,32,32,27,29,28,24,24,20,19,16,15,13,15,15,15,13,12,125(66.84%)
googleadwords_int,MessCleaner_AND_US_UAC1.0_Bid0.50_Xueqing_20221209,19193821324.0,2023-02-09,203,6552.0,87.01,0.43,133,101,85,69,64,54,48,56,48,41,43,41,37,35,30,29,30,27,22,25,26,25,26,23,21,23,19,0,133(65.52%)
googleadwords_int,MessCleaner_AND_US_UAC1.0_Bid0.50_Xueqing_20221209,19193821324.0,2023-02-10,120,7917.0,50.87,0.42,95,63,64,51,50,44,43,33,27,25,24,25,22,22,21,25,22,18,19,20,18,17,15,16,16,14,0,0,95(79.17%)
googleadwords_int,MessCleaner_AND_US_UAC1.0_Bid0.50_Xueqing_20221209,19193821324.0,2023-02-11,308,6883.0,141.8,0.46,212,160,136,123,110,103,94,81,73,74,65,63,65,52,57,50,49,51,44,43,44,40,41,42,35,0,0,0,212(68.83%)
googleadwords_int,MessCleaner_AND_US_UAC1.0_Bid0.50_Xueqing_20221209,19193821324.0,2023-02-12,248,6934.999999999999,81.01,0.33,172,140,113,102,91,81,74,67,67,63,58,53,50,47,48,44,44,45,38,40,36,38,35,32,0,0,0,0,172(69.35%)
googleadwords_int,MessCleaner_AND_US_UAC1.0_Bid0.50_Xueqing_20221209,19193821324.0,2023-02-13,234,6838.0,84.3,0.36,160,113,90,76,73,60,56,58,60,60,55,49,45,39,37,38,29,33,33,33,30,30,27,0,0,0,0,0,160(68.38%)
googleadwords_int,MessCleaner_AND_US_UAC1.0_Bid0.50_Xueqing_20221209,19193821324.0,2023-02-14,28,7143.000000000001,,,20,18,16,12,11,11,12,12,9,11,8,10,11,9,8,8,9,8,8,7,7,5,0,0,0,0,0,0,20(71.43%)
googleadwords_int,MessCleaner_AND_US_UAC1.0_Bid0.50_Xueqing_20221209,19193821324.0,2023-02-15,8,7500.0,,,6,4,4,2,5,4,3,4,2,2,2,1,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,6(75.0%)
organic,,,2023-02-08,30,4000.0,,,12,7,6,4,4,4,3,3,4,2,4,2,3,3,4,3,5,4,2,2,3,1,1,1,2,1,2,2,12(40.0%)
organic,,,2023-02-09,30,4667.0,,,14,14,11,11,9,7,7,9,7,5,6,5,6,6,6,8,5,5,5,5,4,5,5,7,5,5,5,0,14(46.67%)
organic,,,2023-02-10,32,5000.0,,,16,14,10,7,8,6,7,7,8,8,8,5,6,5,4,3,4,5,3,4,4,4,3,3,5,3,0,0,16(50.0%)
organic,,,2023-02-11,43,3721.0,,,16,12,6,5,6,3,5,3,5,5,5,4,3,4,3,2,3,3,3,1,2,1,1,0,0,0,0,0,16(37.21%)
organic,,,2023-02-12,43,2791.0,,,12,11,9,7,3,2,2,1,3,2,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,12(27.91%)
organic,,,2023-02-13,58,4483.0,,,26,15,11,8,8,7,9,8,10,8,9,9,7,7,4,8,7,3,4,6,5,3,3,0,0,0,0,0,26(44.83%)
organic,,,2023-02-14,39,4103.0,,,16,11,8,5,4,5,4,4,4,3,2,3,2,2,2,3,2,2,1,3,2,1,0,0,0,0,0,0,16(41.03%)
organic,,,2023-02-15,45,4444.0,,,20,15,12,8,8,5,7,7,8,7,9,6,8,5,4,7,8,7,6,4,5,0,0,0,0,0,0,0,20(44.44%)
